YYYY,MM,DD,hh,mm,ss,ADCTemp_Tenths,BatchTestTime,CCCType,CPUUtilization,Cal,CellFolder,CellSerialNumber,CellTotalHeater_mA,Column,CoolDmd,DUTX_A,DUTY_A,DefaultMaxHandlingTemp,DefaultNegativeRampRate,DefaultPositiveRampRate,DriveFan_Dmd,DriveFan_MeasuredRPM,DriveIO_V,DrivePowerByTA1,DrivePowerByTA2,DriveSN1,DriveSN2,DriveSupplyX_A,DriveSupplyX_V,DriveSupplyY_A,DriveSupplyY_V,EFGHCode1,EFGHCode2,ElectronicsFan_Dmd_1,ElectronicsFan_Dmd_2,ElectronicsFan_MeasuredRPM_1,ElectronicsFan_MeasuredRPM_2,ElectronicsFan_MeasuredRPM_3,ElectronicsFan_MeasuredRPM_4,ElectronicsFan_MeasuredRPM_5,EnvStatusFlags,FPGACellInterlocks,FTemp,FanSpeedControlActive,FirmwareVersionMajor,FirmwareVersionMinor,FlowTemp_Tenths,FoundFTemp,FoundMaxTemp,FoundMinTemp,FoundTATarget,FreeRAM,HeatDmd,HeaterInterlockTripReasons,Input_A,IsAirValveOk,IsCellOnTemp,IsDaughterPluggedIn,IsDriveFanSpeedOk,IsDrivePluggedIn,IsDuelDriveCell,IsEEPROMOk,IsElectronicsFanSpeedOk,IsFirmwareOk,IsHeaterOk,IsOverTempOk,IsRimPluggedIn,IsSuppliesOk,IsVCLimitOk,MaxNegativeRampRate,MaxPositiveRampRate,MaxTemp,MaxTemperature,MeasuredCurrentRate,MemoryAvailable,MinTemp,MinTemperature,Mode,Operation,PFCode1,PFCode2,PSUStatus,PlugStatus,Product,RBFVersionMajor,RBFVersionMinor,ReturnTemp_Tenths,Row,SERef_V,SWVersion,SafeHandlingTemp,SharedSRef_V,Slot,SlotOperation,SupplyInterlockTripReasons,TATargetTemp,TargetTempRateControlled,TargetTemp_Tenths,TempControlMode,TesterID,TotalRAM,UsedRAM,Volts1v2,Volts1v8,Volts24v,Volts3v3,Volts5v,WRFTempMode_Active_now,WRLastFTempReading,WRLastMedianFTempReading,WRLastReqAirTargetToCell,WRLastReqTargetFromTA,WR_GetNegativeRampRate,WR_GetPositiveRampRate,WR_IOPWantControlByFTemp,WR_SIOWantControlByFTemp,WrapperOnTemp,dmd_D,dmd_I,dmd_P
2023,11,21,1,36,13,24.3,2.02311E+13,OMEGAAMC,5,4.096,Cell132014,0x003963,0.004,132,73,0.29,0.247,40,1,1,136,4507,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.29,5.048,0.247,12.027,NONE,NONE,82,74,3014,2902,0,0,0,1,0,35,1,0x00,0x57,35.4,1,0,0,1,0,0,0,1.962,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,-6,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.484,52.0.91,35,3.295,6,PREBI,0,35,35.4,35.4,Ramp To Temperature,CB081,0,0,1.208,1.938,23.946,3.386,5.138,1,350,-1,354,350,10,10,1,1,1,0,-73,0
2023,11,21,1,37,44,24.3,2.02311E+13,OMEGAAMC,5,4.096,Cell132014,0x003963,0.004,132,93,0.279,0.235,40,1,1,134,4493,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.279,5.047,0.235,12.027,NONE,NONE,82,74,2998,2905,0,0,0,1,0,36,1,0x00,0x57,34.3,1,0,0,1,0,0,0,1.954,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.484,52.0.91,35,3.295,6,PREBI,0,35,34.5,34.5,Ramp To Temperature,CB081,0,0,1.208,1.937,23.905,3.386,5.137,1,360,-1,345,350,10,10,1,1,1,0,-97,4
2023,11,21,1,39,16,24.3,2.02311E+13,OMEGAAMC,5,4.096,Cell132014,0x003963,0.005,132,94,0.279,0.232,40,1,1,134,4493,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.279,5.048,0.232,12.027,NONE,NONE,82,74,3008,2899,0,0,0,1,0,36,1,0x00,0x57,34.1,1,0,0,1,0,0,0,2.066,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.484,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.895,3.386,5.137,1,360,-1,342,350,10,10,1,1,1,0,-96,2
2023,11,21,1,40,47,24.3,2.02311E+13,OMEGAAMC,5,4.096,Cell132014,0x003963,0.006,132,102,0.272,0.229,40,1,1,134,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.272,5.048,0.229,12.027,NONE,NONE,82,74,3001,2905,0,0,0,1,0,36,1,0x00,0x57,34.1,1,0,0,1,0,0,0,1.793,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,6,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.485,52.0.91,35,3.295,6,PREBI,0,35,33.9,33.9,Ramp To Temperature,CB081,0,0,1.207,1.937,23.899,3.386,5.138,1,360,-1,339,350,10,10,1,1,1,0,-97,-4
2023,11,21,1,42,18,24.3,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,0.005,132,52,0.283,0.229,40,1,1,137,4493,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.283,5.048,0.229,12.027,NONE,NONE,82,74,3008,2911,0,0,0,1,0,35,1,0x00,0x57,34.3,1,0,0,1,0,0,0,2.08,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.485,52.0.91,35,3.295,6,PREBI,0,35,34.8,34.8,Ramp To Temperature,CB081,0,0,1.208,1.937,23.949,3.386,5.138,1,350,-1,348,350,10,10,1,1,1,0,-63,11
2023,11,21,1,43,50,24.3,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,1.108,132,75,0.306,0.249,40,1,1,136,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.306,5.051,0.249,12.028,NONE,NONE,82,74,3005,2905,0,0,0,1,0,35,1,0x00,0x57,35,1,0,0,1,0,0,0,1.917,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.485,52.0.91,35,3.295,6,PREBI,0,35,34.8,34.8,Ramp To Temperature,CB081,0,0,1.208,1.937,23.952,3.386,5.138,1,350,-1,348,350,10,10,1,1,1,0,-70,-4
2023,11,21,1,45,21,24.3,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,1.137,132,84,0.498,0.249,40,1,1,135,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.498,5.048,0.249,12.027,NONE,NONE,82,74,3008,2908,0,0,0,1,0,35,1,0x00,0x57,34.8,1,0,0,1,0,0,0,2.146,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.485,52.0.91,35,3.295,6,PREBI,0,35,34.8,34.8,Ramp To Temperature,CB081,0,0,1.208,1.937,23.959,3.386,5.138,1,350,-1,348,350,10,10,1,1,1,0,-84,0
2023,11,21,1,46,52,24.3,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,1.107,132,126,0.365,0.248,40,1,1,132,4507,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.365,5.048,0.248,12.027,NONE,NONE,82,74,3008,2908,0,0,0,1,0,36,1,0x00,0x57,33.9,1,0,0,1,0,0,0,2.154,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.485,52.0.91,35,3.295,6,PREBI,0,35,33.6,33.6,Ramp To Temperature,CB081,0,0,1.208,1.937,23.947,3.386,5.138,1,360,-1,336,350,10,10,1,1,1,0,-120,-6
2023,11,21,1,48,23,23.9,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,1.106,132,106,0.299,0.247,40,1,1,133,4493,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.299,5.047,0.247,12.027,NONE,NONE,82,74,3008,2902,0,0,0,1,0,36,1,0x00,0x57,33.3,1,0,0,1,0,0,0,2.052,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.484,52.0.91,35,3.295,6,PREBI,0,35,33.3,33.3,Ramp To Temperature,CB081,0,0,1.207,1.937,23.906,3.386,5.137,1,360,-1,333,350,10,10,1,1,1,0,-106,0
2023,11,21,1,49,54,23.9,2.02311E+13,OMEGAAMC,5,4.096,Cell132014,0x003963,0.004,132,98,0.287,0.248,40,1,1,134,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.287,5.047,0.248,12.027,NONE,NONE,82,74,2998,2908,0,0,0,0,0,36,1,0x00,0x57,33.3,1,0,0,1,0,0,0,2.224,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.484,52.0.91,35,3.295,6,PREBI,0,35,33.3,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.921,3.386,5.137,1,350,-1,342,350,10,10,1,1,1,0,-99,1
2023,11,21,1,51,26,23.9,2.02311E+13,OMEGAAMC,5,4.096,Cell132014,0x003963,0.004,132,67,0.269,0.23,40,1,1,137,4514,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.269,5.047,0.23,12.027,NONE,NONE,82,74,3011,2908,0,0,0,1,0,35,1,0x00,0x57,34.4,1,0,0,1,0,0,0,1.844,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,6,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.484,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.954,3.386,5.138,1,350,-1,342,350,10,10,1,1,1,0,-62,-4
2023,11,21,1,52,57,23.9,2.02311E+13,OMEGAAMC,5,4.096,Cell132014,0x003963,1.137,132,84,0.269,0.229,40,1,1,135,4493,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.269,5.052,0.229,12.027,NONE,NONE,82,74,3008,2911,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,2.031,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.484,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.965,3.386,5.137,1,350,-1,342,350,10,10,1,1,1,0,-84,0
2023,11,21,1,54,28,23.9,2.02311E+13,OMEGAAMC,5,4.096,Cell132014,0x003963,0.004,132,84,0.177,0.216,40,1,1,135,4493,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.177,5.047,0.216,12.027,NONE,NONE,82,74,3011,2902,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,1.686,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.484,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.917,3.386,5.137,1,350,-1,342,350,10,10,1,1,1,0,-84,0
2023,11,21,1,55,59,23.9,2.02311E+13,OMEGAAMC,4,4.096,Cell132014,0x003963,0.004,132,84,0.288,0.248,40,1,1,135,4500,3.286,0,-1,WCC6YFZ0PVAK,NONE,0.288,5.047,0.248,12.027,NONE,NONE,82,74,3017,2908,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,2.105,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.484,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.207,1.937,23.962,3.386,5.137,1,350,-1,342,350,10,10,1,1,1,0,-84,0
2023,11,21,1,57,31,23.9,2.02311E+13,OMEGAAMC,5,4.096,Cell132014,0x003963,0.109,132,84,0.288,0.249,40,1,1,135,4500,3.286,0,-1,WCC6YFZ0PVAK,NONE,0.288,5.047,0.249,12.027,NONE,NONE,81,74,2989,2908,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,2.243,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.484,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.952,3.386,5.137,1,350,-1,342,350,10,10,1,1,1,0,-84,0
2023,11,21,1,59,2,23.9,2.02311E+13,OMEGAAMC,5,4.096,Cell132014,0x003963,0.004,132,85,0.31,0.247,40,1,1,135,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.31,5.047,0.247,12.027,NONE,NONE,81,74,2995,2902,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,2.034,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.484,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.962,3.386,5.137,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,0,33,23.9,2.02311E+13,OMEGAAMC,5,4.096,Cell132014,0x003963,0.004,132,85,0.288,0.247,40,1,1,135,4500,3.286,0,-1,WCC6YFZ0PVAK,NONE,0.288,5.047,0.247,12.027,NONE,NONE,81,74,2992,2902,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,2.243,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.484,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.207,1.937,23.938,3.386,5.137,1,350,-1,342,350,10,10,1,1,1,0,-85,0
2023,11,21,2,2,5,24.3,2.02311E+13,OMEGAAMC,5,4.096,Cell132014,0x003963,1.191,132,85,0.289,0.249,40,1,1,135,4500,3.287,0,-1,WCC6YFZ0PVAK,NONE,0.289,5.048,0.249,12.027,NONE,NONE,82,74,3005,2905,0,0,0,1,0,35,1,0x00,0x57,34.2,1,0,0,1,0,0,0,2.217,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,PREBI,NONE,NONE,13107,1,TRESUL,0,22,999.9,14,2.485,52.0.91,35,3.295,6,PREBI,0,35,34.2,34.2,Ramp To Temperature,CB081,0,0,1.208,1.937,23.899,3.386,5.138,1,350,-1,342,350,10,10,1,1,1,0,-85,0
