YYYY,MM,DD,hh,mm,ss,ADCTemp_Tenths,BatchTestTime,CCCType,CPUUtilization,Cal,CellFolder,CellSerialNumber,CellTotalHeater_mA,Column,CoolDmd,DUTX_A,DUTY_A,DefaultMaxHandlingTemp,DefaultNegativeRampRate,DefaultPositiveRampRate,DriveFan_Dmd,DriveFan_MeasuredRPM,DriveIO_V,DrivePowerByTA1,DrivePowerByTA2,DriveSN1,DriveSN2,DriveSupplyX_A,DriveSupplyX_V,DriveSupplyY_A,DriveSupplyY_V,EFGHCode1,EFGHCode2,ElectronicsFan_Dmd_1,ElectronicsFan_Dmd_2,ElectronicsFan_MeasuredRPM_1,ElectronicsFan_MeasuredRPM_2,ElectronicsFan_MeasuredRPM_3,ElectronicsFan_MeasuredRPM_4,ElectronicsFan_MeasuredRPM_5,EnvStatusFlags,FPGACellInterlocks,FTemp,FanSpeedControlActive,FirmwareVersionMajor,FirmwareVersionMinor,FlowTemp_Tenths,FoundFTemp,FoundMaxTemp,FoundMinTemp,FoundTATarget,FreeRAM,HeatDmd,HeaterInterlockTripReasons,Input_A,IsAirValveOk,IsCellOnTemp,IsDaughterPluggedIn,IsDriveFanSpeedOk,IsDrivePluggedIn,IsDuelDriveCell,IsEEPROMOk,IsElectronicsFanSpeedOk,IsFirmwareOk,IsHeaterOk,IsOverTempOk,IsRimPluggedIn,IsSuppliesOk,IsVCLimitOk,MaxNegativeRampRate,MaxPositiveRampRate,MaxTemp,MaxTemperature,MeasuredCurrentRate,MemoryAvailable,MinTemp,MinTemperature,Mode,Operation,PFCode1,PFCode2,PSUStatus,PhysicalDisk0Idle,PlugStatus,Product,RBFVersionMajor,RBFVersionMinor,ReturnTemp_Tenths,Row,SERef_V,SWVersion,SafeHandlingTemp,SharedSRef_V,Slot,SlotOperation,SupplyInterlockTripReasons,TATargetTemp,TargetTempRateControlled,TargetTemp_Tenths,TempControlMode,TesterID,TotalRAM,UsedRAM,Volts1v2,Volts1v8,Volts24v,Volts3v3,Volts5v,WRFTempMode_Active_now,WRLastFTempReading,WRLastMedianFTempReading,WRLastReqAirTargetToCell,WRLastReqTargetFromTA,WR_GetNegativeRampRate,WR_GetPositiveRampRate,WR_IOPWantControlByFTemp,WR_SIOWantControlByFTemp,WrapperOnTemp,dmd_D,dmd_I,dmd_P
2024,5,15,1,45,42,25.6,2.02405E+13,OMEGAAMC,4,4.097,Cell245043,0x006036,1.107,245,97,0.352,0.231,40,1,1,134,4493,3.304,0,-1,WX12D344892S,NONE,0.352,4.973,0.231,11.98,NONE,NONE,78,73,2989,2896,0,0,0,1,0,35,1,0x00,0x57,33.7,1,0,0,1,40,0,0,2.921,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3284,0,15,Multiple Environment,BI,NONE,NONE,13107,82,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,35,33.6,33.6,Ramp To Temperature,CB032,8164,60,1.243,1.935,23.792,3.395,5.158,1,350,-1,336,350,10,10,1,1,1,0,-95,-2
2024,5,15,1,47,14,25.6,2.02405E+13,OMEGAAMC,5,4.097,Cell245043,0x006036,2.386,245,98,0.352,0.225,40,1,1,134,4493,3.304,0,-1,WX12D344892S,NONE,0.352,4.973,0.225,11.98,NONE,NONE,78,73,2998,2884,0,0,0,1,0,35,1,0x00,0x57,33.6,1,0,0,1,40,0,0,2.787,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3268,0,15,Multiple Environment,BI,NONE,NONE,13107,85,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,35,33.6,33.6,Ramp To Temperature,CB032,8164,60,1.243,1.935,23.847,3.395,5.158,1,350,-1,336,350,10,10,1,1,1,0,-98,0
2024,5,15,1,48,45,25.6,2.02405E+13,OMEGAAMC,5,4.097,Cell245043,0x006036,2.375,245,99,0.398,0.241,40,1,1,134,4507,3.304,0,-1,WX12D344892S,NONE,0.398,4.973,0.241,11.98,NONE,NONE,78,73,3001,2890,0,0,0,1,0,35,1,0x00,0x57,33.6,1,0,0,1,39,0,0,2.786,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3245,0,15,Multiple Environment,BI,NONE,NONE,13107,91,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,35,33.6,33.6,Ramp To Temperature,CB032,8164,61,1.243,1.935,23.834,3.395,5.158,1,350,-1,336,350,10,10,1,1,1,0,-99,0
2024,5,15,1,50,16,25.6,2.02405E+13,OMEGAAMC,4,4.097,Cell245043,0x006036,1.189,245,99,0.373,0.234,40,1,1,134,4500,3.304,0,-1,WX12D344892S,NONE,0.373,4.973,0.234,11.98,NONE,NONE,78,73,2992,2893,0,0,0,1,0,35,1,0x00,0x57,33.6,1,0,0,1,39,0,0,2.836,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3245,0,15,Multiple Environment,BI,NONE,NONE,13107,87,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,35,33.6,33.6,Ramp To Temperature,CB032,8164,61,1.243,1.935,23.836,3.395,5.158,1,350,-1,336,350,10,10,1,1,1,0,-99,0
2024,5,15,1,51,47,25.6,2.02405E+13,OMEGAAMC,4,4.097,Cell245043,0x006036,1.107,245,120,0.372,0.229,40,1,1,132,4500,3.304,0,-1,WX12D344892S,NONE,0.372,4.973,0.229,11.98,NONE,NONE,78,73,2998,2884,0,0,0,0,0,36,1,0x00,0x57,33.3,1,0,0,1,39,0,0,2.819,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3244,0,15,Multiple Environment,BI,NONE,NONE,13107,80,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,35,33,32.5,Ramp To Temperature,CB032,8164,61,1.243,1.935,23.776,3.395,5.158,1,360,-1,325,350,10,10,1,1,1,0,-113,-7
2024,5,15,1,53,19,25.6,2.02405E+13,OMEGAAMC,5,4.097,Cell245043,0x006036,1.134,245,92,0.35,0.234,40,1,1,133,4493,3.304,0,-1,WX12D344892S,NONE,0.35,4.973,0.234,11.981,NONE,NONE,78,73,3001,2881,0,0,0,0,0,35,1,0x00,0x57,32.5,1,0,0,1,39,0,0,2.794,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3237,0,15,Multiple Environment,BI,NONE,NONE,13107,87,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,35,33.4,33.4,Ramp To Temperature,CB032,8164,61,1.243,1.935,23.781,3.395,5.158,1,350,-1,334,350,10,10,1,1,1,0,-113,20
2024,5,15,1,54,50,25.6,2.02405E+13,OMEGAAMC,5,4.097,Cell245043,0x006036,1.106,245,85,0.345,0.24,40,1,1,135,4500,3.304,0,-1,WX12D344892S,NONE,0.345,4.973,0.24,11.98,NONE,NONE,78,73,2992,2896,0,0,0,0,0,35,1,0x00,0x57,33.7,1,0,0,1,39,0,0,2.837,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3244,0,15,Multiple Environment,BI,NONE,NONE,13107,94,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,35,33.8,58,Ramp To Temperature,CB032,8164,61,1.243,1.935,23.844,3.395,5.158,1,350,-1,580,580,10,10,1,1,0,0,-89,4
2024,5,15,1,56,21,25.6,2.02405E+13,OMEGAAMC,6,4.097,Cell245043,0x006036,1.282,245,41,0.345,0.234,40,1,1,139,4500,3.304,0,-1,WX12D344892S,NONE,0.345,4.973,0.234,11.981,NONE,NONE,78,74,3001,2914,0,0,0,0,0,35,1,0x00,0x57,35.2,1,0,0,1,40,0,0,2.89,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,6,3276,0,15,Multiple Environment,BI,NONE,NONE,13107,83,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,35.3,68,Ramp To Temperature,CB032,8164,60,1.243,1.935,23.847,3.395,5.158,1,350,-1,680,580,10,10,1,1,0,0,-46,4
2024,5,15,1,57,52,25.6,2.02405E+13,OMEGAAMC,5,4.097,Cell245043,0x006036,1.221,245,0,0.347,0.229,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.347,4.973,0.229,11.98,NONE,NONE,78,74,2998,2908,0,0,0,0,0,36,1,0x00,0x57,36.7,1,0,0,1,40,16,0,2.791,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3283,0,15,Multiple Environment,BI,NONE,NONE,13107,82,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,36.8,68,Ramp To Temperature,CB032,8164,60,1.243,1.935,23.851,3.395,5.158,1,360,-1,680,580,10,10,1,1,0,0,12,4
2024,5,15,1,59,24,25.6,2.02405E+13,OMEGAAMC,7,4.097,Cell245043,0x006036,1.088,245,0,0.348,0.227,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.348,4.972,0.227,11.979,NONE,NONE,78,74,3001,2914,0,0,0,0,0,37,1,0x00,0x57,38.4,1,0,0,1,40,17,0,2.814,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3303,0,15,Multiple Environment,BI,NONE,NONE,13107,79,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,38.4,68,Ramp To Temperature,CB032,8164,60,1.243,1.935,23.839,3.395,5.158,1,370,-1,680,580,10,10,1,1,0,0,17,0
2024,5,15,2,0,56,25.6,2.02405E+13,OMEGAAMC,6,4.097,Cell245043,0x006036,1.089,245,0,0.348,0.234,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.348,4.973,0.234,11.98,NONE,NONE,78,74,2998,2914,0,0,0,0,0,37,1,0x00,0x57,39.9,1,0,0,1,40,24,0,2.845,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3270,0,15,Multiple Environment,BI,NONE,NONE,13107,60,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,39.9,68,Ramp To Temperature,CB032,8164,60,1.243,1.935,23.834,3.395,5.158,1,370,-1,680,580,10,10,1,1,0,0,23,1
2024,5,15,2,2,27,25.6,2.02405E+13,OMEGAAMC,6,4.097,Cell245043,0x006036,1.163,245,0,0.351,0.221,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.351,4.973,0.221,11.98,NONE,NONE,78,74,2998,2911,0,0,0,0,0,40,1,0x00,0x57,41.5,1,0,0,1,40,32,0,2.772,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3269,0,15,Multiple Environment,BI,NONE,NONE,13107,80,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,41.4,68,Ramp To Temperature,CB032,8164,60,1.243,1.935,23.844,3.395,5.158,1,400,-1,680,580,10,10,1,1,0,0,30,1
2024,5,15,2,3,58,25.6,2.02405E+13,OMEGAAMC,6,4.097,Cell245043,0x006036,1.182,245,0,0.352,0.527,40,1,1,136,4507,3.304,0,-1,WX12D344892S,NONE,0.352,4.972,0.527,11.979,NONE,NONE,78,73,2995,2893,0,0,0,0,0,41,1,0x00,0x57,43,1,0,0,1,40,34,0,2.834,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3268,0,15,Multiple Environment,BI,NONE,NONE,13107,78,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,42.9,68,Ramp To Temperature,CB032,8164,60,1.242,1.935,23.837,3.395,5.158,1,410,-1,680,580,10,10,1,1,0,0,35,0
2024,5,15,2,5,30,25.6,2.02405E+13,OMEGAAMC,7,4.097,Cell245043,0x006036,1.197,245,0,0.353,0.23,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.353,4.973,0.23,11.98,NONE,NONE,78,74,2998,2914,0,0,0,0,0,42,1,0x00,0x57,44.5,1,0,0,1,40,40,0,2.867,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3270,0,15,Multiple Environment,BI,NONE,NONE,13107,89,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,44.4,68,Ramp To Temperature,CB032,8164,60,1.243,1.935,23.834,3.395,5.158,1,420,-1,680,580,10,10,1,1,0,0,40,0
2024,5,15,2,7,1,25.6,2.02405E+13,OMEGAAMC,10,4.097,Cell245043,0x006036,1.233,245,0,0.354,0.226,40,1,1,136,4486,3.304,0,-1,WX12D344892S,NONE,0.354,4.973,0.226,11.98,NONE,NONE,78,73,2992,2890,0,0,0,0,0,42,1,0x00,0x57,46,1,0,0,1,40,45,0,2.763,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3277,0,15,Multiple Environment,BI,NONE,NONE,13107,65,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,46,68,Ramp To Temperature,CB032,8164,60,1.243,1.935,23.792,3.395,5.158,1,420,-1,680,580,10,10,1,1,0,0,45,0
2024,5,15,2,8,32,25.6,2.02405E+13,OMEGAAMC,0,4.097,Cell245043,0x006036,1.177,245,0,0.356,0.214,40,1,1,136,4500,3.304,0,-1,WX12D344892S,NONE,0.356,4.973,0.214,11.981,NONE,NONE,78,73,2989,2896,0,0,0,0,0,45,1,0x00,0x57,47.5,1,0,0,1,0,51,0,2.882,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,0,0,15,Multiple Environment,BI,NONE,NONE,13107,0,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,47.5,68,Ramp To Temperature,CB032,8164,100,1.243,1.935,23.858,3.395,5.158,1,450,-1,680,580,10,10,1,1,0,0,51,0
2024,5,15,2,10,3,25.6,2.02405E+13,OMEGAAMC,6,4.097,Cell245043,0x006036,1.096,245,0,0.358,0.53,40,1,1,136,4493,3.304,0,-1,WX12D344892S,NONE,0.358,4.972,0.53,11.979,NONE,NONE,78,73,2995,2890,0,0,0,0,0,46,1,0x00,0x57,49,1,0,0,1,40,55,0,2.881,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3266,0,15,Multiple Environment,BI,NONE,NONE,13107,83,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,49,68,Ramp To Temperature,CB032,8164,60,1.243,1.934,23.769,3.395,5.158,1,460,-1,680,580,10,10,1,1,0,0,54,1
2024,5,15,2,11,34,25.6,2.02405E+13,OMEGAAMC,7,4.097,Cell245043,0x006036,2.508,245,0,0.36,0.212,40,1,1,136,4486,3.304,0,-1,WX12D344892S,NONE,0.36,4.973,0.212,11.979,NONE,NONE,78,73,2998,2881,0,0,0,0,0,48,1,0x00,0x57,50.6,1,0,0,1,40,60,0,2.709,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99.9,60,0,70,0,3274,0,15,Multiple Environment,BI,NONE,NONE,13107,83,1,CARMELR7,0,22,999.9,43,2.488,52.0.92,35,3.299,3,BI,0,58,50.5,68,Ramp To Temperature,CB032,8164,60,1.243,1.935,23.836,3.395,5.158,1,480,-1,680,580,10,10,1,1,0,0,59,1
